0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.500000059604644775e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.000000119209289551e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.500000178813934326e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.000000238418579102e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.000000357627868652e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.050000071525573730e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.200000047683715820e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.500000059604644775e-01 0.000000000000000000e+00
1.500000059604644775e-01 1.500000059604644775e-01 0.000000000000000000e+00
3.000000119209289551e-01 1.500000059604644775e-01 0.000000000000000000e+00
4.500000178813934326e-01 1.500000059604644775e-01 0.000000000000000000e+00
6.000000238418579102e-01 1.500000059604644775e-01 0.000000000000000000e+00
7.500000000000000000e-01 1.500000059604644775e-01 0.000000000000000000e+00
9.000000357627868652e-01 1.500000059604644775e-01 0.000000000000000000e+00
1.050000071525573730e+00 1.500000059604644775e-01 0.000000000000000000e+00
1.200000047683715820e+00 1.500000059604644775e-01 0.000000000000000000e+00
0.000000000000000000e+00 3.000000119209289551e-01 0.000000000000000000e+00
1.500000059604644775e-01 3.000000119209289551e-01 0.000000000000000000e+00
3.000000119209289551e-01 3.000000119209289551e-01 0.000000000000000000e+00
4.500000178813934326e-01 3.000000119209289551e-01 0.000000000000000000e+00
6.000000238418579102e-01 3.000000119209289551e-01 0.000000000000000000e+00
7.500000000000000000e-01 3.000000119209289551e-01 0.000000000000000000e+00
9.000000357627868652e-01 3.000000119209289551e-01 0.000000000000000000e+00
1.050000071525573730e+00 3.000000119209289551e-01 0.000000000000000000e+00
1.200000047683715820e+00 3.000000119209289551e-01 0.000000000000000000e+00
